Id,Requester id,Group,Status,Priority,Via,Created at,Initially assigned at,Assigned at,Solved at,Updated at,CreatedToUpdated_Days,Resolution time,Satisfaction Score,Reopens,Replies,First reply time in minutes within business hours,First resolution time in minutes,First resolution time in minutes within business hours,Full resolution time in minutes,Full resolution time in minutes within business hours,Requester wait time in minutes,Requester wait time in minutes within business hours,Manual Tagging of Categories,SolvedOnly,CtoIA HOurs,IAtoS Hours,Satisfaction Rating
307752,6.72163E+12,Endorsements,Closed,Low,Mail,20-04-23 7:00,27-04-23 14:55,27-04-23 14:55,27-04-23 14:55,27-04-23 14:55,7,176,,0,0,,10556,5396,10556,5396,10556,5396,,0,176,0,
335313,6.72163E+12,Endorsements,Closed,Low,Mail,23-05-23 7:02,29-05-23 15:42,29-05-23 15:42,29-05-23 15:42,18-06-23 16:35,26,153,,0,0,,9160,4722,9160,4722,9160,4722,,0,153,0,
336376,6.72163E+12,Endorsements,Closed,Low,Mail,24-05-23 7:00,13-06-23 19:14,13-06-23 19:14,13-06-23 19:14,13-06-23 19:14,21,492,,0,0,,29534,15014,29534,15014,29534,15014,,0,493,0,
330276,6.72163E+12,Endorsements,Closed,Low,Mail,17-05-23 7:00,17-05-23 18:44,17-05-23 18:44,17-05-23 18:44,17-05-23 18:44,0,12,,0,0,,704,584,704,584,704,584,,0,12,0,
307744,6.72163E+12,Endorsements,Closed,Low,Mail,20-04-23 7:00,21-04-23 14:48,21-04-23 14:48,21-04-23 14:48,20-05-23 6:09,30,32,,0,0,,1908,1069,1908,1069,1908,1069,,0,32,0,
335346,6.72163E+12,Endorsements,Closed,Low,Mail,23-05-23 7:02,06-06-23 13:03,06-06-23 13:03,06-06-23 13:03,06-06-23 13:03,14,342,,0,0,,20521,10323,20521,10323,20521,10323,,0,343,0,
307821,6.72163E+12,Endorsements,Closed,Low,Mail,20-04-23 7:02,21-04-23 14:58,21-04-23 14:58,21-04-23 14:58,20-05-23 6:09,30,32,,0,0,,1917,1079,1917,1079,1917,1079,,0,32,0,
307824,6.72163E+12,Endorsements,Closed,Low,Mail,20-04-23 7:02,26-04-23 10:43,26-04-23 10:43,26-04-23 10:43,26-04-23 10:43,6,148,,0,0,,8862,4424,8862,4424,8862,4424,,0,148,0,
307805,6.72163E+12,Endorsements,Closed,Low,Mail,20-04-23 7:01,21-04-23 14:53,21-04-23 14:53,21-04-23 14:53,20-05-23 6:09,30,32,,0,0,,1911,1073,1911,1073,1911,1073,,0,32,0,
335258,6.72163E+12,Endorsements,Closed,Low,Mail,23-05-23 7:00,08-06-23 10:52,08-06-23 10:52,08-06-23 10:52,08-06-23 10:52,16,388,,0,0,,23273,11633,23273,11633,23273,11633,,0,388,0,
307803,6.72163E+12,Endorsements,Closed,Low,Mail,20-04-23 7:01,21-04-23 14:52,21-04-23 14:52,21-04-23 14:52,20-05-23 6:09,30,32,,0,0,,1911,1073,1911,1073,1911,1073,,0,32,0,
335264,6.72163E+12,Endorsements,Closed,Low,Mail,23-05-23 7:00,29-05-23 9:03,29-05-23 9:03,29-05-23 9:03,29-05-23 9:03,6,146,,0,0,,8763,4323,8763,4323,8763,4323,,0,147,0,
307801,6.72163E+12,Endorsements,Closed,Low,Mail,20-04-23 7:01,26-04-23 15:46,26-04-23 15:46,26-04-23 15:46,25-05-23 6:10,35,153,,0,0,,9165,4726,9165,4726,9165,4726,,0,153,0,
336373,6.72163E+12,Endorsements,Closed,Low,Mail,24-05-23 7:00,26-05-23 12:57,26-05-23 12:57,26-05-23 12:57,26-05-23 12:57,2,54,,0,0,,3237,1677,3237,1677,3237,1677,,0,54,0,
307796,6.72163E+12,Endorsements,Closed,Low,Mail,20-04-23 7:00,21-04-23 14:52,21-04-23 14:52,21-04-23 14:52,20-05-23 6:09,30,32,,0,0,,1912,1072,1912,1072,1912,1072,,0,32,0,
335256,6.72163E+12,Endorsements,Closed,Low,Mail,23-05-23 7:00,29-05-23 11:54,29-05-23 11:54,29-05-23 11:54,18-06-23 12:33,26,149,,0,0,,8934,4495,8934,4495,8934,4495,,0,149,0,
335248,6.72163E+12,Endorsements,Closed,Low,Mail,23-05-23 7:00,07-06-23 10:37,07-06-23 10:37,07-06-23 10:37,07-06-23 10:37,15,364,,0,0,,21817,10897,21817,10897,21817,10897,,0,364,0,
335247,6.72163E+12,Endorsements,Closed,Low,Mail,23-05-23 7:00,29-05-23 11:53,29-05-23 11:53,29-05-23 11:53,18-06-23 12:33,26,149,,0,0,,8933,4494,8933,4494,8933,4494,,0,149,0,
335287,6.72163E+12,Endorsements,Closed,Low,Mail,23-05-23 7:01,29-05-23 11:58,29-05-23 11:58,29-05-23 11:58,18-06-23 12:33,26,149,,0,0,,8936,4498,8936,4498,8936,4498,,0,149,0,
335260,6.72163E+12,Endorsements,Closed,Low,Mail,23-05-23 7:00,24-05-23 13:11,24-05-23 13:11,24-05-23 13:11,24-05-23 13:11,1,30,,0,0,,1811,971,1811,971,1811,971,,0,31,0,
330286,6.72163E+12,Endorsements,Closed,Low,Mail,17-05-23 7:00,29-05-23 19:37,29-05-23 19:37,29-05-23 19:37,29-05-23 19:37,13,301,,0,0,,18037,9278,18037,9278,18037,9278,,0,301,0,
330303,6.72163E+12,Endorsements,Closed,Low,Mail,17-05-23 7:00,12-06-23 15:21,12-06-23 15:21,12-06-23 15:21,12-06-23 15:21,26,632,,0,0,,37941,19102,37941,19102,37941,19102,,0,633,0,
330332,6.72163E+12,Endorsements,Closed,Low,Mail,17-05-23 7:02,29-05-23 11:17,29-05-23 11:17,29-05-23 11:17,29-05-23 11:17,12,292,,0,0,,17535,8777,17535,8777,17535,8777,,0,293,0,
330317,6.72163E+12,Endorsements,Closed,Low,Mail,17-05-23 7:01,12-06-23 22:10,12-06-23 22:10,12-06-23 22:10,12-06-23 22:10,27,639,,0,0,,38349,19440,38349,19440,38349,19440,,0,640,0,
312634,6.72163E+12,Endorsements,Closed,Low,Mail,26-04-23 7:00,27-04-23 18:21,27-04-23 18:21,27-04-23 18:21,27-04-23 18:21,1,35,,0,0,,2121,1282,2121,1282,2121,1282,,0,36,0,
330323,6.72163E+12,Endorsements,Closed,Low,Mail,17-05-23 7:02,31-05-23 12:25,31-05-23 12:25,31-05-23 12:25,31-05-23 12:25,14,341,,0,0,,20483,10285,20483,10285,20483,10285,,0,342,0,
307737,6.72163E+12,Endorsements,Closed,Low,Mail,20-04-23 7:00,26-04-23 15:46,26-04-23 15:46,26-04-23 15:46,25-05-23 6:10,35,153,,0,0,,9166,4726,9166,4726,9166,4726,,0,153,0,
335344,6.72163E+12,Endorsements,Closed,Low,Mail,23-05-23 7:02,29-05-23 15:43,29-05-23 15:43,29-05-23 15:43,18-06-23 16:35,26,153,,0,0,,9161,4724,9161,4724,9161,4724,,0,153,0,
330321,6.72163E+12,Endorsements,Closed,Low,Mail,17-05-23 7:02,29-05-23 8:40,29-05-23 8:40,29-05-23 8:40,29-05-23 8:40,12,290,,0,0,,17379,8640,17379,8640,17379,8640,,0,290,0,
330328,6.72163E+12,Endorsements,Closed,Low,Mail,17-05-23 7:02,24-05-23 12:56,24-05-23 12:56,24-05-23 12:56,24-05-23 12:56,7,174,,0,0,,10435,5277,10435,5277,10435,5277,,0,174,0,
312660,6.72163E+12,Endorsements,Closed,Low,Mail,26-04-23 7:00,27-04-23 21:07,27-04-23 21:07,27-04-23 21:07,27-04-23 21:07,2,38,,0,0,,2287,1440,2287,1440,2287,1440,,0,39,0,
312662,6.72163E+12,Endorsements,Closed,Low,Mail,26-04-23 7:00,26-04-23 16:28,26-04-23 16:28,26-04-23 16:28,26-04-23 16:28,0,9,,0,0,,568,448,568,448,568,448,,0,10,0,
329061,6.72163E+12,Endorsements,Closed,Low,Mail,16-05-23 7:00,08-06-23 15:17,08-06-23 15:17,08-06-23 15:17,08-06-23 15:17,23,560,,0,0,,33617,16938,33617,16938,33617,16938,,0,561,0,
309850,6.72163E+12,Endorsements,Closed,Low,Mail,22-04-23 7:00,26-04-23 16:24,26-04-23 16:24,26-04-23 16:24,25-05-23 6:09,33,105,,0,0,,6324,3324,6324,3324,6324,3324,,0,106,0,
315766,6.72163E+12,Endorsements,Closed,Low,Mail,29-04-23 7:00,03-05-23 20:05,03-05-23 20:05,03-05-23 20:05,03-05-23 20:05,5,109,,0,0,,6545,3545,6545,3545,6545,3545,,0,110,0,
311709,6.72163E+12,Endorsements,Closed,Low,Mail,25-04-23 7:00,29-04-23 17:43,29-04-23 17:43,29-04-23 17:43,29-04-23 17:43,4,107,,0,0,,6403,3403,6403,3403,6403,3403,,0,107,0,
303592,6.72163E+12,Endorsements,Closed,Low,Mail,15-04-23 7:00,17-04-23 14:28,17-04-23 14:28,17-04-23 14:28,17-04-23 14:28,2,55,,0,0,,3328,1769,3328,1769,3328,1769,,0,56,0,
318026,6.72163E+12,Endorsements,Closed,Low,Mail,03-05-23 7:00,04-05-23 20:27,04-05-23 20:27,04-05-23 20:27,04-05-23 20:27,2,37,,0,0,,2248,1408,2248,1408,2248,1408,,0,38,0,
302552,6.72163E+12,Endorsements,Closed,Low,Mail,14-04-23 7:00,26-04-23 15:20,26-04-23 15:20,26-04-23 15:20,25-05-23 6:10,41,296,,0,0,,17780,9021,17780,9021,17780,9021,,0,297,0,
302536,6.72163E+12,Endorsements,Closed,Low,Mail,14-04-23 7:00,18-04-23 11:50,18-04-23 11:50,18-04-23 11:50,18-04-23 11:50,4,101,,0,0,,6050,3051,6050,3051,6050,3051,,0,101,0,
309814,6.72163E+12,Endorsements,Closed,Low,Mail,22-04-23 7:00,28-04-23 14:38,28-04-23 14:38,28-04-23 14:38,27-05-23 6:08,35,152,,0,0,,9099,4659,9099,4659,9099,4659,,0,152,0,
329122,6.72163E+12,Endorsements,Closed,Low,Mail,16-05-23 7:00,19-05-23 10:49,19-05-23 10:49,19-05-23 10:49,19-05-23 10:49,3,76,,0,0,,4549,2270,4549,2270,4549,2270,,0,76,0,
318100,6.72163E+12,Endorsements,Closed,Low,Mail,03-05-23 7:00,12-05-23 15:50,12-05-23 15:50,12-05-23 15:50,07-06-23 6:43,35,225,,0,0,,13490,6890,13490,6890,13490,6890,,0,225,0,
309858,6.72163E+12,Endorsements,Closed,Low,Mail,22-04-23 7:02,04-05-23 12:35,04-05-23 12:35,04-05-23 12:35,04-05-23 12:35,12,294,,0,0,,17614,8856,17614,8856,17614,8856,,0,294,0,
318064,6.72163E+12,Endorsements,Closed,Low,Mail,03-05-23 7:00,12-05-23 15:53,12-05-23 15:53,12-05-23 15:53,07-06-23 6:43,35,225,,0,0,,13493,6894,13493,6894,13493,6894,,0,225,0,
318033,6.72163E+12,Endorsements,Closed,Low,Mail,03-05-23 7:00,11-05-23 16:47,11-05-23 16:47,11-05-23 16:47,11-05-23 16:47,8,202,,0,0,,12107,6227,12107,6227,12107,6227,,0,202,0,
329134,6.72163E+12,Endorsements,Closed,Low,Mail,16-05-23 7:00,07-06-23 12:24,07-06-23 12:24,07-06-23 12:24,07-06-23 12:24,22,533,,0,0,,32004,16044,32004,16044,32004,16044,,0,534,0,
315773,6.72163E+12,Endorsements,Closed,Low,Mail,29-04-23 7:00,05-05-23 16:54,05-05-23 16:54,05-05-23 16:54,05-05-23 16:54,6,154,,0,0,,9234,4795,9234,4795,9234,4795,,0,154,0,
327989,6.72163E+12,Endorsements,Closed,Low,Mail,15-05-23 7:00,16-05-23 12:51,16-05-23 12:51,16-05-23 12:51,16-05-23 12:51,1,30,,0,0,,1792,952,1792,952,1792,952,,0,30,0,
311745,6.72163E+12,Endorsements,Closed,Low,Mail,25-04-23 7:02,25-04-23 17:32,25-04-23 17:32,25-04-23 17:32,25-04-23 17:32,0,11,,0,0,,630,512,630,512,630,512,,0,11,0,
318120,6.72163E+12,Endorsements,Closed,Low,Mail,03-05-23 7:00,08-05-23 11:48,08-05-23 11:48,08-05-23 11:48,08-05-23 11:48,5,125,,0,0,,7488,3768,7488,3768,7488,3768,,0,125,0,
318118,6.72163E+12,Endorsements,Closed,Low,Mail,03-05-23 7:00,12-05-23 15:44,12-05-23 15:44,12-05-23 15:44,07-06-23 6:43,35,225,,0,0,,13484,6885,13484,6885,13484,6885,,0,225,0,
302619,6.72163E+12,Endorsements,Closed,Low,Mail,14-04-23 7:00,18-04-23 11:28,18-04-23 11:28,18-04-23 11:28,18-04-23 11:28,4,100,,0,0,,6028,3028,6028,3028,6028,3028,,0,101,0,
318113,6.72163E+12,Endorsements,Closed,Low,Mail,03-05-23 7:00,12-05-23 15:45,12-05-23 15:45,12-05-23 15:45,07-06-23 6:43,35,225,,0,0,,13485,6886,13485,6886,13485,6886,,0,225,0,
318090,6.72163E+12,Endorsements,Closed,Low,Mail,03-05-23 7:00,12-05-23 16:10,12-05-23 16:10,12-05-23 16:10,07-06-23 6:43,35,225,,0,0,,13510,6910,13510,6910,13510,6910,,0,226,0,
318088,6.72163E+12,Endorsements,Closed,Low,Mail,03-05-23 7:00,12-05-23 16:10,12-05-23 16:10,12-05-23 16:10,07-06-23 6:43,35,225,,0,0,,13510,6911,13510,6911,13510,6911,,0,226,0,
318083,6.72163E+12,Endorsements,Closed,Low,Mail,03-05-23 7:00,11-05-23 12:21,11-05-23 12:21,11-05-23 12:21,11-05-23 12:21,8,197,,0,0,,11841,5962,11841,5962,11841,5962,,0,198,0,
302613,6.72163E+12,Endorsements,Closed,Low,Mail,14-04-23 7:00,21-04-23 16:23,21-04-23 16:23,21-04-23 16:23,20-05-23 6:09,36,177,,0,0,,10643,5484,10643,5484,10643,5484,,0,178,0,
315812,6.72163E+12,Endorsements,Closed,Low,Mail,29-04-23 7:02,09-05-23 18:47,09-05-23 18:47,09-05-23 18:47,09-05-23 18:47,10,252,,0,0,,15106,7788,15106,7788,15106,7788,,0,252,0,
318122,6.72163E+12,Endorsements,Closed,Low,Mail,03-05-23 7:00,12-05-23 15:44,12-05-23 15:44,12-05-23 15:44,07-06-23 6:43,35,225,,0,0,,13484,6884,13484,6884,13484,6884,,0,225,0,
315791,6.72163E+12,Endorsements,Closed,Low,Mail,29-04-23 7:00,08-05-23 16:08,08-05-23 16:08,08-05-23 16:08,08-05-23 16:08,9,225,,0,0,,13508,6909,13508,6909,13508,6909,,0,226,0,
315789,6.72163E+12,Endorsements,Closed,Low,Mail,29-04-23 7:00,02-05-23 14:27,02-05-23 14:27,02-05-23 14:27,02-05-23 14:27,3,79,,0,0,,4767,2487,4767,2487,4767,2487,,0,80,0,
309821,6.72163E+12,Endorsements,Closed,Low,Mail,22-04-23 7:00,28-04-23 14:36,28-04-23 14:36,28-04-23 14:36,27-05-23 6:08,35,152,,0,0,,9096,4657,9096,4657,9096,4657,,0,152,0,
318111,6.72163E+12,Endorsements,Closed,Low,Mail,03-05-23 7:00,12-05-23 15:46,12-05-23 15:46,12-05-23 15:46,07-06-23 6:43,35,225,,0,0,,13486,6887,13486,6887,13486,6887,,0,225,0,
318097,6.72163E+12,Endorsements,Closed,Low,Mail,03-05-23 7:00,03-05-23 18:34,03-05-23 18:34,03-05-23 18:34,03-05-23 18:34,0,12,,0,0,,694,574,694,574,694,574,,0,12,0,
302627,6.72163E+12,Endorsements,Closed,Low,Mail,14-04-23 7:00,19-04-23 13:03,19-04-23 13:03,19-04-23 13:03,19-04-23 13:03,5,126,,0,0,,7563,3844,7563,3844,7563,3844,,0,127,0,
318082,6.72163E+12,Endorsements,Closed,Low,Mail,03-05-23 7:00,12-05-23 16:11,12-05-23 16:11,12-05-23 16:11,07-06-23 6:43,35,225,,0,0,,13511,6912,13511,6912,13511,6912,,0,226,0,
318080,6.72163E+12,Endorsements,Closed,Low,Mail,03-05-23 7:00,04-05-23 16:39,04-05-23 16:39,04-05-23 16:39,04-05-23 16:39,1,34,,0,0,,2019,1180,2019,1180,2019,1180,,0,34,0,
329142,6.72163E+12,Endorsements,Closed,Low,Mail,16-05-23 7:01,12-06-23 22:10,12-06-23 22:10,12-06-23 22:10,12-06-23 22:10,28,663,,0,0,,39789,20160,39789,20160,39789,20160,,0,664,0,
318071,6.72163E+12,Endorsements,Closed,Low,Mail,03-05-23 7:00,03-05-23 15:12,03-05-23 15:12,03-05-23 15:12,03-05-23 15:12,0,8,,0,0,,492,373,492,373,492,373,,0,9,0,
318081,6.72163E+12,Endorsements,Closed,Low,Mail,03-05-23 7:00,04-05-23 20:30,04-05-23 20:30,04-05-23 20:30,04-05-23 20:30,2,38,,0,0,,2250,1411,2250,1411,2250,1411,,0,38,0,
318102,6.72163E+12,Endorsements,Closed,Low,Mail,03-05-23 7:00,12-05-23 15:49,12-05-23 15:49,12-05-23 15:49,07-06-23 6:43,35,225,,0,0,,13489,6890,13489,6890,13489,6890,,0,225,0,
318036,6.72163E+12,Endorsements,Closed,Low,Mail,03-05-23 7:00,03-05-23 18:19,03-05-23 18:19,03-05-23 18:19,03-05-23 18:19,0,11,,0,0,,679,559,679,559,679,559,,0,12,0,
318142,6.72163E+12,Endorsements,Closed,Low,Mail,03-05-23 7:01,12-05-23 15:06,12-05-23 15:06,12-05-23 15:06,07-06-23 6:43,35,224,,0,0,,13445,6846,13445,6846,13445,6846,,0,225,0,
318091,6.72163E+12,Endorsements,Closed,Low,Mail,03-05-23 7:00,12-05-23 16:09,12-05-23 16:09,12-05-23 16:09,07-06-23 6:43,35,225,,0,0,,13509,6909,13509,6909,13509,6909,,0,226,0,
318150,6.72163E+12,Endorsements,Closed,Low,Mail,03-05-23 7:01,12-05-23 15:03,12-05-23 15:03,12-05-23 15:03,07-06-23 6:43,35,224,,0,0,,13441,6843,13441,6843,13441,6843,,0,225,0,
302511,6.72163E+12,Endorsements,Closed,Low,Mail,14-04-23 7:00,21-04-23 16:21,21-04-23 16:21,21-04-23 16:21,20-05-23 6:09,36,177,,0,0,,10641,5482,10641,5482,10641,5482,,0,178,0,
329101,6.72163E+12,Endorsements,Closed,Low,Mail,16-05-23 7:00,01-06-23 22:49,01-06-23 22:49,01-06-23 22:49,01-06-23 22:49,17,400,,0,0,,23989,12240,23989,12240,23989,12240,,0,400,0,
329103,6.72163E+12,Endorsements,Closed,Low,Mail,16-05-23 7:00,17-05-23 19:21,17-05-23 19:21,17-05-23 19:21,17-05-23 19:21,2,36,,0,0,,2181,1341,2181,1341,2181,1341,,0,37,0,
329104,6.72163E+12,Endorsements,Closed,Low,Mail,16-05-23 7:00,19-05-23 10:52,19-05-23 10:52,19-05-23 10:52,19-05-23 10:52,3,76,,0,0,,4552,2273,4552,2273,4552,2273,,0,76,0,
329107,6.72163E+12,Endorsements,Closed,Low,Mail,16-05-23 7:00,22-05-23 18:10,22-05-23 18:10,22-05-23 18:10,22-05-23 18:10,6,155,,0,0,,9310,4870,9310,4870,9310,4870,,0,156,0,
318185,6.72163E+12,Endorsements,Closed,Low,Mail,03-05-23 7:02,12-05-23 14:47,12-05-23 14:47,12-05-23 14:47,07-06-23 6:43,35,224,,0,0,,13425,6828,13425,6828,13425,6828,,0,224,0,
329175,6.72163E+12,Endorsements,Closed,Low,Mail,16-05-23 7:02,25-05-23 17:37,25-05-23 17:37,25-05-23 17:37,14-06-23 18:37,29,227,,0,0,,13595,6998,13595,6998,13595,6998,,0,227,0,
301429,6.72163E+12,Endorsements,Closed,Low,Mail,13-04-23 7:01,19-04-23 18:19,19-04-23 18:19,19-04-23 18:19,19-04-23 18:19,6,155,,0,0,,9317,4879,9317,4879,9317,4879,,0,156,0,
301438,6.72163E+12,Endorsements,Closed,Low,Mail,13-04-23 7:02,17-04-23 14:41,17-04-23 14:41,17-04-23 14:41,17-04-23 14:41,4,104,,0,0,,6219,3221,6219,3221,6219,3221,,0,104,0,
301376,6.72163E+12,Endorsements,Closed,Low,Mail,13-04-23 7:00,21-04-23 16:11,21-04-23 16:11,21-04-23 16:11,20-05-23 6:09,37,201,,0,0,,12071,6192,12071,6192,12071,6192,,0,202,0,
301379,6.72163E+12,Endorsements,Closed,Low,Mail,13-04-23 7:00,18-04-23 10:18,18-04-23 10:18,18-04-23 10:18,18-04-23 10:18,5,123,,0,0,,7398,3679,7398,3679,7398,3679,,0,124,0,
311697,6.72163E+12,Endorsements,Closed,Low,Mail,25-04-23 7:00,27-04-23 14:50,27-04-23 14:50,27-04-23 14:50,27-04-23 14:50,2,56,,0,0,,3350,1790,3350,1790,3350,1790,,0,56,0,
301381,6.72163E+12,Endorsements,Closed,Low,Mail,13-04-23 7:00,25-04-23 12:56,25-04-23 12:56,25-04-23 12:56,25-04-23 12:56,12,294,,0,0,,17637,8877,17637,8877,17637,8877,,0,294,0,
302561,6.72163E+12,Endorsements,Closed,Low,Mail,14-04-23 7:00,18-04-23 21:59,18-04-23 21:59,18-04-23 21:59,18-04-23 21:59,5,111,,0,0,,6659,3600,6659,3600,6659,3600,,0,111,0,
329149,6.72163E+12,Endorsements,Closed,Low,Mail,16-05-23 7:01,25-05-23 17:32,25-05-23 17:32,25-05-23 17:32,25-05-23 17:32,9,227,,0,0,,13591,6993,13591,6993,13591,6993,,0,227,0,
329150,6.72163E+12,Endorsements,Closed,Low,Mail,16-05-23 7:01,31-05-23 12:50,31-05-23 12:50,31-05-23 12:50,31-05-23 12:50,15,366,,0,0,,21949,11031,21949,11031,21949,11031,,0,366,0,
329157,6.72163E+12,Endorsements,Closed,Low,Mail,16-05-23 7:02,12-06-23 22:21,12-06-23 22:21,12-06-23 22:21,12-06-23 22:21,28,663,,0,0,,39800,20160,39800,20160,39800,20160,,0,664,0,
329159,6.72163E+12,Endorsements,Closed,Low,Mail,16-05-23 7:02,06-06-23 12:48,06-06-23 12:48,06-06-23 12:48,06-06-23 12:48,21,510,,0,0,,30587,15349,30587,15349,30587,15349,,0,510,0,
329163,6.72163E+12,Endorsements,Closed,Low,Mail,16-05-23 7:02,24-05-23 12:00,24-05-23 12:00,24-05-23 12:00,24-05-23 12:00,8,197,,0,0,,11818,5940,11818,5940,11818,5940,,0,197,0,
304487,6.72163E+12,Endorsements,Closed,Low,Mail,17-04-23 7:00,21-04-23 16:35,21-04-23 16:35,21-04-23 16:35,20-05-23 6:09,33,106,,0,0,,6335,3336,6335,3336,6335,3336,,0,106,0,
329171,6.72163E+12,Endorsements,Closed,Low,Mail,16-05-23 7:02,07-06-23 14:05,07-06-23 14:05,07-06-23 14:05,07-06-23 14:05,22,535,,0,0,,32104,16146,32104,16146,32104,16146,,0,536,0,
318061,6.72163E+12,Endorsements,Closed,Low,Mail,03-05-23 7:00,04-05-23 15:38,04-05-23 15:38,04-05-23 15:38,04-05-23 15:38,1,33,,0,0,,1958,1119,1958,1119,1958,1119,,0,33,0,
311733,6.72163E+12,Endorsements,Closed,Low,Mail,25-04-23 7:02,25-04-23 12:53,25-04-23 12:53,25-04-23 12:53,25-04-23 12:53,0,6,,0,0,,351,233,351,233,351,233,,0,6,0,
329093,6.72163E+12,Endorsements,Closed,Low,Mail,16-05-23 7:00,29-05-23 19:36,29-05-23 19:36,29-05-23 19:36,29-05-23 19:36,14,325,,0,0,,19476,9997,19476,9997,19476,9997,,0,325,0,
309777,6.72163E+12,Endorsements,Closed,Low,Mail,22-04-23 7:00,28-04-23 11:16,28-04-23 11:16,28-04-23 11:16,28-04-23 11:16,6,148,,0,0,,8897,4457,8897,4457,8897,4457,,0,149,0,
311722,6.72163E+12,Endorsements,Closed,Low,Mail,25-04-23 7:00,25-04-23 17:23,25-04-23 17:23,25-04-23 17:23,25-04-23 17:23,0,10,,0,0,,623,504,623,504,623,504,,0,11,0,
311721,6.72163E+12,Endorsements,Closed,Low,Mail,25-04-23 7:00,26-04-23 23:20,26-04-23 23:20,26-04-23 23:20,26-04-23 23:20,2,40,,0,0,,2420,1440,2420,1440,2420,1440,,0,41,0,
329042,6.72163E+12,Endorsements,Closed,Low,Mail,16-05-23 7:00,19-05-23 15:45,19-05-23 15:45,19-05-23 15:45,19-05-23 15:45,3,81,,0,0,,4845,2565,4845,2565,4845,2565,,0,81,0,
329047,6.72163E+12,Endorsements,Closed,Low,Mail,16-05-23 7:00,09-06-23 13:04,09-06-23 13:04,09-06-23 13:04,09-06-23 13:04,24,582,,0,0,,34924,17524,34924,17524,34924,17524,,0,583,0,
310599,6.72163E+12,Endorsements,Closed,Low,Mail,24-04-23 7:00,27-04-23 14:21,27-04-23 14:21,27-04-23 14:21,27-04-23 14:21,3,79,,0,0,,4761,2481,4761,2481,4761,2481,,0,80,0,
329052,6.72163E+12,Endorsements,Closed,Low,Mail,16-05-23 7:00,07-06-23 10:59,07-06-23 10:59,07-06-23 10:59,07-06-23 10:59,22,532,,0,0,,31919,15959,31919,15959,31919,15959,,0,532,0,
329039,6.72163E+12,Endorsements,Closed,Low,Mail,16-05-23 7:00,23-05-23 10:17,23-05-23 10:17,23-05-23 10:17,23-05-23 10:17,7,171,,0,0,,10277,5117,10277,5117,10277,5117,,0,172,0,
302506,6.72163E+12,Endorsements,Closed,Low,Mail,14-04-23 7:00,21-04-23 16:21,21-04-23 16:21,21-04-23 16:21,20-05-23 6:09,36,177,,0,0,,10641,5482,10641,5482,10641,5482,,0,178,0,
326906,6.72163E+12,Endorsements,Closed,Low,Mail,12-05-23 19:23,15-05-23 12:02,15-05-23 12:02,15-05-23 12:02,15-05-23 12:02,3,65,,0,0,,3879,1719,3879,1719,3879,1719,,0,65,0,
311685,6.72163E+12,Endorsements,Closed,Low,Mail,25-04-23 7:00,27-04-23 14:29,27-04-23 14:29,27-04-23 14:29,27-04-23 14:29,2,55,,0,0,,3329,1770,3329,1770,3329,1770,,0,56,0,
317052,6.72163E+12,Endorsements,Closed,Low,Mail,02-05-23 7:00,11-05-23 16:46,11-05-23 16:46,11-05-23 16:46,11-05-23 16:46,9,226,,0,0,,13546,6947,13546,6947,13546,6947,,0,226,0,
309791,6.72163E+12,Endorsements,Closed,Low,Mail,22-04-23 7:00,26-04-23 16:42,26-04-23 16:42,26-04-23 16:42,25-05-23 6:09,33,106,,0,0,,6342,3342,6342,3342,6342,3342,,0,106,0,
304483,6.72163E+12,Endorsements,Closed,Low,Mail,17-04-23 7:00,17-04-23 10:31,17-04-23 10:31,17-04-23 10:31,17-04-23 10:31,0,4,,0,0,,211,91,211,91,211,91,,0,4,0,
318188,6.72163E+12,Endorsements,Closed,Low,Mail,03-05-23 7:02,12-05-23 15:02,12-05-23 15:02,12-05-23 15:02,07-06-23 6:43,35,224,,0,0,,13440,6842,13440,6842,13440,6842,,0,224,0,
318186,6.72163E+12,Endorsements,Closed,Low,Mail,03-05-23 7:02,04-05-23 12:58,04-05-23 12:58,04-05-23 12:58,04-05-23 12:58,1,30,,0,0,,1796,959,1796,959,1796,959,,0,30,0,
329181,6.72163E+12,Endorsements,Closed,Low,Mail,16-05-23 7:02,31-05-23 16:34,31-05-23 16:34,31-05-23 16:34,31-05-23 16:34,15,370,,0,0,,22172,11255,22172,11255,22172,11255,,0,370,0,
329116,6.72163E+12,Endorsements,Closed,Low,Mail,16-05-23 7:00,22-05-23 17:22,22-05-23 17:22,22-05-23 17:22,22-05-23 17:22,6,154,,0,0,,9262,4822,9262,4822,9262,4822,,0,155,0,
329091,6.72163E+12,Endorsements,Closed,Low,Mail,16-05-23 7:00,29-05-23 23:06,29-05-23 23:06,29-05-23 23:06,29-05-23 23:06,14,328,,0,0,,19686,10080,19686,10080,19686,10080,,0,329,0,
318040,6.72163E+12,Endorsements,Closed,Low,Mail,03-05-23 7:00,04-05-23 10:29,04-05-23 10:29,04-05-23 10:29,04-05-23 10:29,1,27,,0,0,,1649,809,1649,809,1649,809,,0,28,0,
311663,6.72163E+12,Endorsements,Closed,Low,Mail,25-04-23 7:00,25-04-23 16:01,25-04-23 16:01,25-04-23 16:01,25-04-23 16:01,0,9,,0,0,,541,421,541,421,541,421,,0,10,0,
